nohup: ignoring input
wandb: Currently logged in as: y4umeng (y4umeng-columbia-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.6
wandb: Run data is saved locally in /root/Projects/policy_distillation/src/wandb/run-20250305_054833-u93sd8l5
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run policy_distillation_small_dqn/dqn_dqn4_da_0001_beamrider
wandb: ⭐️ View project at https://wandb.ai/y4umeng-columbia-university/policy_distillation_small_dqn
wandb: 🚀 View run at https://wandb.ai/y4umeng-columbia-university/policy_distillation_small_dqn/runs/u93sd8l5
A.L.E: Arcade Learning Environment (version 0.10.1+unknown)
[Powered by Stella]
[36m[INFO] CONFIG:
DA:
  EPOCHS: 1
  LR: 0.0001
  PROB: 0.3
DATA:
  EXPLORATION_RATE: 0.05
  INCREMENT_SIZE: 54000
  MAX_CAPACITY: 540000
DISTILLER:
  ENV: BeamRiderNoFrameskip-v4
  STUDENT: dqn4
  TEACHER: dqn
  TYPE: DA
EXPERIMENT:
  DEVICE: cuda
  NAME: dqn_dqn4_da_0001_beamrider
  PROJECT: policy_distillation_small_dqn
  TAG: breakout, dqn, DA
LOG:
  BAR: false
  EVAL_EPISODES: 5
  EVAL_FREQ: 1
  PREFIX: ./output
  SAVE_CHECKPOINT_FREQ: 100
  WANDB: true
SOLVER:
  BATCH_SIZE: 32
  EPOCHS: 500
  LR: 0.0001
  LR_DECAY_RATE: 0.1
  LR_DECAY_STAGES: []
  MOMENTUM: 0.9
  SOFTMAX_TEMP: 0.01
  TRAINER: base
  TYPE: SGD
  WEIGHT_DECAY: 0.0001
[0m
Epoch 1. train_acc:  15.9, train_loss:  1.22, data_points:  5.4e+04, total_data_gen_time:  58, train_time:  0.00273, data_load_time:  4.79e-07, total_eval_time:  6.7, test_score:  660, best_score:  660, current lr:  0.0001, 
Epoch 411. train_acc:  51.9, train_loss:  0.655, data_points:  5.4e+05, total_data_gen_time:  61.1, train_time:  0.00291, data_load_time:  5.56e-07, total_eval_time:  16.5, test_score:  7.02e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 412. train_acc:  51.9, train_loss:  0.654, data_points:  5.4e+05, total_data_gen_time:  63.9, train_time:  0.00317, data_load_time:  5.03e-07, total_eval_time:  16, test_score:  1.02e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 413. train_acc:  51.8, train_loss:  0.651, data_points:  5.4e+05, total_data_gen_time:  62.6, train_time:  0.00264, data_load_time:  4.8e-07, total_eval_time:  14.6, test_score:  1.21e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 414. train_acc:  51.9, train_loss:  0.65, data_points:  5.4e+05, total_data_gen_time:  63.3, train_time:  0.00263, data_load_time:  4.8e-07, total_eval_time:  9.23, test_score:  6.71e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 415. train_acc:  51.8, train_loss:  0.654, data_points:  5.4e+05, total_data_gen_time:  62.1, train_time:  0.00262, data_load_time:  5.07e-07, total_eval_time:  65, test_score:  9.92e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 416. train_acc:  51.8, train_loss:  0.655, data_points:  5.4e+05, total_data_gen_time:  60.8, train_time:  0.00274, data_load_time:  4.74e-07, total_eval_time:  15.1, test_score:  9.47e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 417. train_acc:  51.8, train_loss:  0.657, data_points:  5.4e+05, total_data_gen_time:  63.1, train_time:  0.00309, data_load_time:  5.15e-07, total_eval_time:  60.6, test_score:  1.33e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 418. train_acc:  51.8, train_loss:  0.653, data_points:  5.4e+05, total_data_gen_time:  64.2, train_time:  0.00313, data_load_time:  5.21e-07, total_eval_time:  13.6, test_score:  8.17e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 419. train_acc:  52.1, train_loss:  0.647, data_points:  5.4e+05, total_data_gen_time:  62.6, train_time:  0.00347, data_load_time:  5.79e-07, total_eval_time:  20, test_score:  9.59e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 420. train_acc:  52.1, train_loss:  0.647, data_points:  5.4e+05, total_data_gen_time:  80.1, train_time:  0.00307, data_load_time:  6.23e-07, total_eval_time:  18.1, test_score:  8.55e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 421. train_acc:  52.2, train_loss:  0.643, data_points:  5.4e+05, total_data_gen_time:  82, train_time:  0.00298, data_load_time:  5.95e-07, total_eval_time:  14.3, test_score:  1.02e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 422. train_acc:  52.1, train_loss:  0.641, data_points:  5.4e+05, total_data_gen_time:  71.5, train_time:  0.00309, data_load_time:  5.59e-07, total_eval_time:  49.5, test_score:  7.42e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 423. train_acc:  52.2, train_loss:  0.642, data_points:  5.4e+05, total_data_gen_time:  67.2, train_time:  0.00328, data_load_time:  6.14e-07, total_eval_time:  48, test_score:  5.48e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 424. train_acc:  52.3, train_loss:  0.646, data_points:  5.4e+05, total_data_gen_time:  83.8, train_time:  0.00371, data_load_time:  6.09e-07, total_eval_time:  80.8, test_score:  4.93e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 425. train_acc:  52.1, train_loss:  0.646, data_points:  5.4e+05, total_data_gen_time:  80.3, train_time:  0.00304, data_load_time:  5.48e-07, total_eval_time:  10.5, test_score:  6.64e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 426. train_acc:  52.1, train_loss:  0.648, data_points:  5.4e+05, total_data_gen_time:  78, train_time:  0.0033, data_load_time:  5.84e-07, total_eval_time:  15.9, test_score:  6.72e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 427. train_acc:  52, train_loss:  0.644, data_points:  5.4e+05, total_data_gen_time:  82.2, train_time:  0.0029, data_load_time:  5.34e-07, total_eval_time:  15, test_score:  1e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 428. train_acc:  51.9, train_loss:  0.648, data_points:  5.4e+05, total_data_gen_time:  60.4, train_time:  0.00353, data_load_time:  5.93e-07, total_eval_time:  15.4, test_score:  8.44e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 429. train_acc:  51.7, train_loss:  0.655, data_points:  5.4e+05, total_data_gen_time:  61.1, train_time:  0.00295, data_load_time:  5.5e-07, total_eval_time:  52, test_score:  8.98e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 430. train_acc:  51.6, train_loss:  0.655, data_points:  5.4e+05, total_data_gen_time:  86.1, train_time:  0.00299, data_load_time:  5.59e-07, total_eval_time:  48.7, test_score:  8.4e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 431. train_acc:  51.5, train_loss:  0.659, data_points:  5.4e+05, total_data_gen_time:  81, train_time:  0.003, data_load_time:  5.93e-07, total_eval_time:  14.6, test_score:  8.48e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 432. train_acc:  51.5, train_loss:  0.662, data_points:  5.4e+05, total_data_gen_time:  81.6, train_time:  0.00304, data_load_time:  5.87e-07, total_eval_time:  17, test_score:  9.04e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 433. train_acc:  51.6, train_loss:  0.662, data_points:  5.4e+05, total_data_gen_time:  82.9, train_time:  0.00312, data_load_time:  6e-07, total_eval_time:  12.3, test_score:  4.89e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 434. train_acc:  51.7, train_loss:  0.654, data_points:  5.4e+05, total_data_gen_time:  80, train_time:  0.00305, data_load_time:  5.89e-07, total_eval_time:  12.5, test_score:  5.62e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 435. train_acc:  51.8, train_loss:  0.656, data_points:  5.4e+05, total_data_gen_time:  81.9, train_time:  0.00306, data_load_time:  5.88e-07, total_eval_time:  18.3, test_score:  9.9e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 436. train_acc:  51.8, train_loss:  0.652, data_points:  5.4e+05, total_data_gen_time:  83.2, train_time:  0.00309, data_load_time:  5.75e-07, total_eval_time:  19.6, test_score:  1.21e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 437. train_acc:  51.7, train_loss:  0.655, data_points:  5.4e+05, total_data_gen_time:  81.8, train_time:  0.00309, data_load_time:  5.91e-07, total_eval_time:  35.9, test_score:  6.93e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 438. train_acc:  51.8, train_loss:  0.655, data_points:  5.4e+05, total_data_gen_time:  60.9, train_time:  0.00265, data_load_time:  4.43e-07, total_eval_time:  13.6, test_score:  9.26e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 439. train_acc:  51.7, train_loss:  0.657, data_points:  5.4e+05, total_data_gen_time:  64.1, train_time:  0.00264, data_load_time:  5.49e-07, total_eval_time:  14.2, test_score:  1.02e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 440. train_acc:  51.7, train_loss:  0.662, data_points:  5.4e+05, total_data_gen_time:  61.2, train_time:  0.0033, data_load_time:  5.45e-07, total_eval_time:  15.7, test_score:  9.27e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 441. train_acc:  51.7, train_loss:  0.661, data_points:  5.4e+05, total_data_gen_time:  62.8, train_time:  0.00315, data_load_time:  5.61e-07, total_eval_time:  19.8, test_score:  1.1e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 442. train_acc:  51.7, train_loss:  0.659, data_points:  5.4e+05, total_data_gen_time:  80.9, train_time:  0.00301, data_load_time:  5.52e-07, total_eval_time:  20.2, test_score:  1.04e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 443. train_acc:  51.6, train_loss:  0.663, data_points:  5.4e+05, total_data_gen_time:  81.4, train_time:  0.00271, data_load_time:  5.02e-07, total_eval_time:  18, test_score:  9.29e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 444. train_acc:  51.4, train_loss:  0.671, data_points:  5.4e+05, total_data_gen_time:  79.8, train_time:  0.00326, data_load_time:  6.14e-07, total_eval_time:  45.8, test_score:  5.79e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 445. train_acc:  51.4, train_loss:  0.668, data_points:  5.4e+05, total_data_gen_time:  83.6, train_time:  0.00315, data_load_time:  5.79e-07, total_eval_time:  50.8, test_score:  1.1e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 446. train_acc:  51.4, train_loss:  0.669, data_points:  5.4e+05, total_data_gen_time:  80.8, train_time:  0.00302, data_load_time:  5.6e-07, total_eval_time:  18.2, test_score:  8.28e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 447. train_acc:  51.4, train_loss:  0.668, data_points:  5.4e+05, total_data_gen_time:  81.5, train_time:  0.00315, data_load_time:  6.04e-07, total_eval_time:  18.6, test_score:  1.47e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 448. train_acc:  51.6, train_loss:  0.666, data_points:  5.4e+05, total_data_gen_time:  61.1, train_time:  0.00269, data_load_time:  4.59e-07, total_eval_time:  16, test_score:  1.2e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 449. train_acc:  51.5, train_loss:  0.666, data_points:  5.4e+05, total_data_gen_time:  61.9, train_time:  0.00263, data_load_time:  4.83e-07, total_eval_time:  35.5, test_score:  6.77e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 450. train_acc:  51.6, train_loss:  0.663, data_points:  5.4e+05, total_data_gen_time:  63.2, train_time:  0.0026, data_load_time:  4.74e-07, total_eval_time:  13.9, test_score:  8.99e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 451. train_acc:  51.7, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  63.2, train_time:  0.003, data_load_time:  5.07e-07, total_eval_time:  14.1, test_score:  8.66e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 452. train_acc:  51.7, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  63.6, train_time:  0.00341, data_load_time:  5.81e-07, total_eval_time:  16.1, test_score:  1.32e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 453. train_acc:  51.8, train_loss:  0.652, data_points:  5.4e+05, total_data_gen_time:  60.1, train_time:  0.00278, data_load_time:  4.96e-07, total_eval_time:  17.3, test_score:  1.17e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 454. train_acc:  51.8, train_loss:  0.651, data_points:  5.4e+05, total_data_gen_time:  62.3, train_time:  0.0026, data_load_time:  5.01e-07, total_eval_time:  12.3, test_score:  6.4e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 455. train_acc:  51.9, train_loss:  0.65, data_points:  5.4e+05, total_data_gen_time:  62.1, train_time:  0.003, data_load_time:  5.98e-07, total_eval_time:  19.8, test_score:  1.13e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 456. train_acc:  51.9, train_loss:  0.654, data_points:  5.4e+05, total_data_gen_time:  71, train_time:  0.00306, data_load_time:  5.66e-07, total_eval_time:  19.7, test_score:  1.02e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 457. train_acc:  51.9, train_loss:  0.654, data_points:  5.4e+05, total_data_gen_time:  82.6, train_time:  0.00306, data_load_time:  5.48e-07, total_eval_time:  61.2, test_score:  1.09e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 458. train_acc:  51.9, train_loss:  0.653, data_points:  5.4e+05, total_data_gen_time:  59.5, train_time:  0.00372, data_load_time:  6.21e-07, total_eval_time:  15.3, test_score:  8.41e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 459. train_acc:  51.8, train_loss:  0.652, data_points:  5.4e+05, total_data_gen_time:  80.3, train_time:  0.00374, data_load_time:  6.28e-07, total_eval_time:  15.4, test_score:  7.55e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 460. train_acc:  51.9, train_loss:  0.649, data_points:  5.4e+05, total_data_gen_time:  82.6, train_time:  0.00385, data_load_time:  6.65e-07, total_eval_time:  15.5, test_score:  1.26e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 461. train_acc:  52, train_loss:  0.65, data_points:  5.4e+05, total_data_gen_time:  59.9, train_time:  0.00344, data_load_time:  5.64e-07, total_eval_time:  12, test_score:  6.37e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 462. train_acc:  51.9, train_loss:  0.652, data_points:  5.4e+05, total_data_gen_time:  61.2, train_time:  0.00318, data_load_time:  5.39e-07, total_eval_time:  14.6, test_score:  8.78e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 463. train_acc:  51.8, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  65.7, train_time:  0.00317, data_load_time:  5.1e-07, total_eval_time:  14.7, test_score:  1.16e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 464. train_acc:  51.8, train_loss:  0.656, data_points:  5.4e+05, total_data_gen_time:  61, train_time:  0.00282, data_load_time:  5.07e-07, total_eval_time:  14.3, test_score:  1.15e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 465. train_acc:  51.8, train_loss:  0.66, data_points:  5.4e+05, total_data_gen_time:  59.4, train_time:  0.00264, data_load_time:  5.15e-07, total_eval_time:  16.5, test_score:  1.15e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 466. train_acc:  51.9, train_loss:  0.653, data_points:  5.4e+05, total_data_gen_time:  63.8, train_time:  0.00265, data_load_time:  5.45e-07, total_eval_time:  10.9, test_score:  8.3e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 467. train_acc:  51.9, train_loss:  0.654, data_points:  5.4e+05, total_data_gen_time:  62.6, train_time:  0.00365, data_load_time:  6.15e-07, total_eval_time:  15.3, test_score:  6.75e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 468. train_acc:  51.9, train_loss:  0.651, data_points:  5.4e+05, total_data_gen_time:  79.1, train_time:  0.0036, data_load_time:  6.54e-07, total_eval_time:  49.6, test_score:  9.95e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 469. train_acc:  52.2, train_loss:  0.644, data_points:  5.4e+05, total_data_gen_time:  82.6, train_time:  0.00365, data_load_time:  5.92e-07, total_eval_time:  51.2, test_score:  1.22e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 470. train_acc:  52.1, train_loss:  0.645, data_points:  5.4e+05, total_data_gen_time:  80.2, train_time:  0.00335, data_load_time:  5.4e-07, total_eval_time:  14.7, test_score:  9.46e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 471. train_acc:  52.1, train_loss:  0.649, data_points:  5.4e+05, total_data_gen_time:  62.3, train_time:  0.00268, data_load_time:  4.96e-07, total_eval_time:  12.9, test_score:  8.32e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 472. train_acc:  52.2, train_loss:  0.647, data_points:  5.4e+05, total_data_gen_time:  61.8, train_time:  0.00316, data_load_time:  5.92e-07, total_eval_time:  19.3, test_score:  1.2e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 473. train_acc:  52.1, train_loss:  0.648, data_points:  5.4e+05, total_data_gen_time:  79.6, train_time:  0.00334, data_load_time:  6.23e-07, total_eval_time:  21.4, test_score:  1e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 474. train_acc:  52.2, train_loss:  0.648, data_points:  5.4e+05, total_data_gen_time:  78.1, train_time:  0.00346, data_load_time:  6.01e-07, total_eval_time:  11.8, test_score:  7.09e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 475. train_acc:  52.1, train_loss:  0.645, data_points:  5.4e+05, total_data_gen_time:  75.1, train_time:  0.00306, data_load_time:  5.75e-07, total_eval_time:  18.2, test_score:  9.71e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 476. train_acc:  52.1, train_loss:  0.648, data_points:  5.4e+05, total_data_gen_time:  80.2, train_time:  0.00298, data_load_time:  5.68e-07, total_eval_time:  19.6, test_score:  8.42e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 477. train_acc:  52.1, train_loss:  0.645, data_points:  5.4e+05, total_data_gen_time:  80.7, train_time:  0.00301, data_load_time:  5.74e-07, total_eval_time:  86.3, test_score:  1.22e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 478. train_acc:  52, train_loss:  0.651, data_points:  5.4e+05, total_data_gen_time:  81.1, train_time:  0.00325, data_load_time:  6.29e-07, total_eval_time:  10.4, test_score:  6.8e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 479. train_acc:  51.9, train_loss:  0.652, data_points:  5.4e+05, total_data_gen_time:  59.7, train_time:  0.00318, data_load_time:  5.23e-07, total_eval_time:  41.6, test_score:  1.34e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 480. train_acc:  52.1, train_loss:  0.644, data_points:  5.4e+05, total_data_gen_time:  63.3, train_time:  0.00316, data_load_time:  5.32e-07, total_eval_time:  17.4, test_score:  1.29e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 481. train_acc:  52, train_loss:  0.646, data_points:  5.4e+05, total_data_gen_time:  63.1, train_time:  0.00282, data_load_time:  4.74e-07, total_eval_time:  66.5, test_score:  1.28e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 482. train_acc:  52.1, train_loss:  0.646, data_points:  5.4e+05, total_data_gen_time:  60.5, train_time:  0.00312, data_load_time:  5.61e-07, total_eval_time:  16.9, test_score:  1.19e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 483. train_acc:  52.1, train_loss:  0.641, data_points:  5.4e+05, total_data_gen_time:  62.4, train_time:  0.00316, data_load_time:  5.38e-07, total_eval_time:  15.9, test_score:  1.22e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 484. train_acc:  52.1, train_loss:  0.641, data_points:  5.4e+05, total_data_gen_time:  63.3, train_time:  0.00309, data_load_time:  5.2e-07, total_eval_time:  15, test_score:  1.13e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 485. train_acc:  52.1, train_loss:  0.641, data_points:  5.4e+05, total_data_gen_time:  64.2, train_time:  0.00317, data_load_time:  5.26e-07, total_eval_time:  50.7, test_score:  1.22e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 486. train_acc:  52.1, train_loss:  0.643, data_points:  5.4e+05, total_data_gen_time:  80.4, train_time:  0.00303, data_load_time:  5.64e-07, total_eval_time:  50.7, test_score:  8.24e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 487. train_acc:  52.1, train_loss:  0.641, data_points:  5.4e+05, total_data_gen_time:  82.2, train_time:  0.003, data_load_time:  5.85e-07, total_eval_time:  14.4, test_score:  9.56e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 488. train_acc:  52.2, train_loss:  0.638, data_points:  5.4e+05, total_data_gen_time:  61.6, train_time:  0.00261, data_load_time:  5.01e-07, total_eval_time:  13.4, test_score:  9.07e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 489. train_acc:  52.2, train_loss:  0.64, data_points:  5.4e+05, total_data_gen_time:  63.1, train_time:  0.00261, data_load_time:  4.89e-07, total_eval_time:  10.5, test_score:  5.25e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 490. train_acc:  52, train_loss:  0.648, data_points:  5.4e+05, total_data_gen_time:  62.4, train_time:  0.00297, data_load_time:  5.46e-07, total_eval_time:  12.4, test_score:  9.13e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 491. train_acc:  52.2, train_loss:  0.646, data_points:  5.4e+05, total_data_gen_time:  59.6, train_time:  0.00321, data_load_time:  5.68e-07, total_eval_time:  14.5, test_score:  1.05e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 492. train_acc:  52, train_loss:  0.649, data_points:  5.4e+05, total_data_gen_time:  61.3, train_time:  0.00264, data_load_time:  5.25e-07, total_eval_time:  12.3, test_score:  8.7e+03, best_score:  1.7e+04, current lr:  0.0001, 
